Unnamed: 0,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Date,Tests/  1M pop,Country,Tot. Area (Km²),Tot. Area (mi²),Land Area (Km²),Land Area (mi²),% of world landmass
120,113.0,Afghanistan,178901.0,2.0,7683.0,,161896.0,,9322.0,1124.0,4414.0,190.0,944738.0,23309.0,40531821.0,Asia,227.0,5276.0,43.0,0.05,,230.0,2022-05-02,,,,,,,
121,114.0,Uganda,164069.0,,3596.0,,100205.0,,60268.0,2.0,3391.0,74.0,2612795.0,54003.0,48382232.0,Africa,295.0,13454.0,19.0,,,1246.0,2022-05-02,,,,,,,
122,115.0,El Salvador,162089.0,,4128.0,,150662.0,,7299.0,8.0,24761.0,631.0,1950448.0,297956.0,6546087.0,North America,40.0,1586.0,3.0,,,1115.0,2022-05-02,,,,,,,
123,116.0,Ghana,161204.0,,1445.0,,159712.0,,47.0,1.0,4997.0,45.0,2437331.0,75554.0,32259308.0,Africa,200.0,22325.0,13.0,,,1.0,2022-05-02,,,,,,,
124,117.0,Namibia,158811.0,,4025.0,,153662.0,,1124.0,,60498.0,1533.0,1007690.0,383870.0,2625079.0,Africa,17.0,652.0,3.0,,,428.0,2022-05-02,,,,,,,
125,118.0,Martinique,153253.0,,926.0,,104.0,,152223.0,8.0,408966.0,2471.0,828928.0,2212050.0,374733.0,North America,2.0,405.0,0.0,,,406217.0,2022-05-02,,,,,,,
126,119.0,Taiwan,150808.0,17858.0,871.0,3.0,27792.0,654.0,122145.0,,6311.0,36.0,14872734.0,622403.0,23895647.0,Asia,158.0,27435.0,2.0,747.0,0.1,5112.0,2022-05-02,,,,,,,
127,120.0,Trinidad and Tobago,148630.0,295.0,3833.0,2.0,136167.0,958.0,8630.0,18.0,105578.0,2723.0,708367.0,503180.0,1407780.0,North America,9.0,367.0,2.0,210.0,1.0,6130.0,2022-05-02,,,,,,,
128,121.0,Brunei,141911.0,,218.0,,141022.0,,671.0,,318799.0,490.0,717784.0,1612480.0,445143.0,Asia,3.0,2042.0,1.0,,,1507.0,2022-05-02,,,,,,,
129,122.0,Guadeloupe,140130.0,,854.0,,2250.0,,137026.0,19.0,350107.0,2134.0,938039.0,2343639.0,400249.0,North America,3.0,469.0,0.0,,,342352.0,2022-05-02,,,,,,,
130,123.0,Cambodia,136254.0,2.0,3056.0,,133116.0,21.0,82.0,,7948.0,178.0,2953579.0,172298.0,17142279.0,Asia,126.0,5609.0,6.0,0.1,,5.0,2022-05-02,,,,,,,
131,124.0,Jamaica,130299.0,133.0,2967.0,1.0,83689.0,66.0,43643.0,,43654.0,994.0,1004132.0,336413.0,2984815.0,North America,23.0,1006.0,3.0,45.0,0.3,14622.0,2022-05-02,,,,,,,
132,125.0,Rwanda,129812.0,2.0,1459.0,,45522.0,,82831.0,,9588.0,108.0,5279288.0,389920.0,13539397.0,Africa,104.0,9280.0,3.0,0.1,,6118.0,2022-05-02,,,,,,,
133,126.0,Cameroon,119780.0,,1927.0,,117791.0,,62.0,13.0,4316.0,69.0,1751774.0,63117.0,27754322.0,Africa,232.0,14403.0,16.0,,,2.0,2022-05-02,,,,,,,
134,127.0,Angola,99194.0,,1900.0,,97149.0,,145.0,,2856.0,55.0,1499795.0,43177.0,34735599.0,Africa,350.0,18282.0,23.0,,,4.0,2022-05-02,,,,,,,
135,128.0,Malta,91975.0,114.0,700.0,2.0,87528.0,185.0,3747.0,4.0,207293.0,1578.0,1886047.0,4250774.0,443695.0,Europe,5.0,634.0,0.0,257.0,5.0,8445.0,2022-05-02,,,,,,,
136,129.0,DRC,87023.0,,1337.0,,50930.0,,34756.0,,920.0,14.0,846704.0,8956.0,94540061.0,Africa,1086.0,70711.0,112.0,,,368.0,2022-05-02,,,,,,,
137,130.0,Senegal,86005.0,4.0,1966.0,,84019.0,2.0,20.0,,4900.0,112.0,1070306.0,60983.0,17550832.0,Africa,204.0,8927.0,16.0,0.2,,1.0,2022-05-02,,,,,,,
138,131.0,Malawi,85790.0,9.0,2634.0,,82066.0,,1090.0,67.0,4282.0,131.0,574794.0,28691.0,20033950.0,Africa,234.0,7606.0,35.0,0.4,,54.0,2022-05-02,,,,,,,
139,132.0,Ivory Coast,81957.0,,799.0,,81112.0,,46.0,,2972.0,29.0,1501863.0,54469.0,27572866.0,Africa,336.0,34509.0,18.0,,,2.0,2022-05-02,,,,,,,
140,133.0,French Guiana,80859.0,,395.0,,11254.0,,69210.0,2.0,258468.0,1263.0,627211.0,2004894.0,312840.0,South America,4.0,792.0,0.0,,,221231.0,2022-05-02,,,,,,,
141,134.0,Suriname,79336.0,,1328.0,,49401.0,,28607.0,,133059.0,2227.0,235950.0,395724.0,596249.0,South America,8.0,449.0,3.0,,,47978.0,2022-05-02,,,,,,,
142,135.0,Channel Islands,74383.0,,169.0,,73224.0,,990.0,,420730.0,956.0,1252808.0,7086219.0,176795.0,Europe,2.0,1046.0,0.0,,,5600.0,2022-05-02,,,,,,,
143,136.0,French Polynesia,72746.0,26.0,648.0,,,,,7.0,256257.0,2283.0,,,283879.0,Australia/Oceania,4.0,438.0,,92.0,,135966.0,2022-05-02,,,,,,,
144,137.0,Barbados,70793.0,344.0,398.0,3.0,66662.0,,3733.0,,245793.0,1382.0,651301.0,2261313.0,288019.0,North America,4.0,724.0,0.0,1194.0,10.0,12961.0,2022-05-02,,,,,,,
145,138.0,Eswatini,70678.0,21.0,1397.0,,68969.0,63.0,312.0,11.0,59788.0,1182.0,1015834.0,859316.0,1182142.0,Africa,17.0,846.0,1.0,18.0,,264.0,2022-05-02,,,,,,,
146,139.0,Fiji,64646.0,2.0,862.0,,62791.0,28.0,993.0,,71170.0,949.0,508091.0,559368.0,908331.0,Australia/Oceania,14.0,1054.0,2.0,2.0,,1093.0,2022-05-02,,,,,,,
147,140.0,Madagascar,64181.0,,1391.0,,59370.0,,3420.0,14.0,2214.0,48.0,426220.0,14701.0,28992875.0,Africa,452.0,20843.0,68.0,,,118.0,2022-05-02,,,,,,,
148,141.0,Guyana,63484.0,2.0,1228.0,,62143.0,,113.0,1.0,80005.0,1548.0,598281.0,753980.0,793497.0,South America,12.0,646.0,1.0,3.0,,142.0,2022-05-02,,,,,,,
149,142.0,Sudan,62117.0,,4931.0,,,,,,1359.0,108.0,562941.0,12312.0,45721722.0,Africa,736.0,9272.0,81.0,,,369.0,2022-05-02,,,,,,,
150,143.0,New Caledonia,60517.0,,312.0,,60102.0,,103.0,9.0,208306.0,1074.0,98964.0,340644.0,290520.0,Australia/Oceania,5.0,931.0,3.0,,,355.0,2022-05-02,,,,,,,
151,144.0,Bhutan,59247.0,28.0,21.0,,58353.0,464.0,873.0,1.0,75267.0,27.0,2300288.0,2922288.0,787153.0,Asia,13.0,37483.0,0.0,36.0,,1109.0,2022-05-02,,,,,,,
152,145.0,Mauritania,58694.0,6.0,982.0,,57695.0,,17.0,,12044.0,202.0,804490.0,165086.0,4873160.0,Africa,83.0,4962.0,6.0,1.0,,3.0,2022-05-02,,,,,,,
153,146.0,Belize,57497.0,,676.0,,56604.0,,217.0,6.0,139953.0,1645.0,539513.0,1313220.0,410832.0,North America,7.0,608.0,1.0,,,528.0,2022-05-02,,,,,,,
154,147.0,Cabo Verde,56028.0,3.0,401.0,,55556.0,1.0,71.0,23.0,98809.0,707.0,400982.0,707154.0,567036.0,Africa,10.0,1414.0,1.0,5.0,,125.0,2022-05-02,,,,,,,
155,148.0,Syria,55825.0,5.0,3150.0,,52201.0,12.0,474.0,,3054.0,172.0,146269.0,8002.0,18278163.0,Asia,327.0,5803.0,125.0,0.3,,26.0,2022-05-02,,,,,,,
156,149.0,Gabon,47602.0,,304.0,,47285.0,,13.0,,20502.0,131.0,1593622.0,686378.0,2321785.0,Africa,49.0,7637.0,1.0,,,6.0,2022-05-02,,,,,,,
157,150.0,Papua New Guinea,43821.0,4.0,650.0,,43133.0,1.0,38.0,7.0,4734.0,70.0,249149.0,26915.0,9257040.0,Australia/Oceania,211.0,14242.0,37.0,0.4,,4.0,2022-05-02,,,,,,,
158,151.0,Seychelles,42474.0,,166.0,,41727.0,,581.0,,427042.0,1669.0,,,99461.0,Africa,2.0,599.0,,,,5841.0,2022-05-02,,,,,,,
159,152.0,Curaçao,42241.0,,274.0,,41612.0,,355.0,3.0,255509.0,1657.0,496693.0,3004416.0,165321.0,North America,4.0,603.0,0.0,,,2147.0,2022-05-02,,,,,,,
160,153.0,Andorra,41349.0,,153.0,,40689.0,,507.0,14.0,533597.0,1974.0,249838.0,3224091.0,77491.0,Europe,2.0,506.0,0.0,,,6543.0,2022-05-02,,,,,,,
161,154.0,Burundi,39998.0,,38.0,,773.0,,39187.0,,3190.0,3.0,345742.0,27575.0,12538337.0,Africa,313.0,329956.0,36.0,,,3125.0,2022-05-02,,,,,,,
162,155.0,Mauritius,37691.0,24.0,990.0,,35962.0,67.0,739.0,,29547.0,776.0,358675.0,281175.0,1275629.0,Africa,34.0,1289.0,4.0,19.0,,579.0,2022-05-02,,,,,,,
163,156.0,Mayotte,37363.0,,187.0,,2964.0,,34212.0,,131166.0,656.0,176919.0,621089.0,284853.0,Africa,8.0,1523.0,2.0,,,120104.0,2022-05-02,,,,,,,
164,157.0,Togo,36991.0,2.0,273.0,,36693.0,5.0,25.0,,4285.0,32.0,731018.0,84671.0,8633587.0,Africa,233.0,31625.0,12.0,0.2,,3.0,2022-05-02,,,,,,,
165,158.0,Guinea,36459.0,,440.0,,35976.0,,43.0,8.0,2645.0,32.0,660107.0,47889.0,13784209.0,Africa,378.0,31328.0,21.0,,,3.0,2022-05-02,,,,,,,
166,159.0,Aruba,34846.0,,212.0,,34516.0,,118.0,3.0,323863.0,1970.0,177885.0,1653283.0,107595.0,North America,3.0,508.0,1.0,,,1097.0,2022-05-02,,,,,,,
167,160.0,Faeroe Islands,34658.0,,28.0,,7693.0,,26937.0,5.0,704388.0,569.0,778000.0,15812044.0,49203.0,Europe,1.0,1757.0,0.0,,,547467.0,2022-05-02,,,,,,,
168,161.0,Tanzania,33872.0,,803.0,,,,,7.0,539.0,13.0,,,62845449.0,Africa,1855.0,78263.0,,,,523.0,2022-05-02,,,,,,,
169,162.0,Bahamas,33582.0,4.0,798.0,,32368.0,5.0,416.0,,83930.0,1994.0,229817.0,574372.0,400119.0,North America,12.0,501.0,2.0,10.0,,1040.0,2022-05-02,,,,,,,
170,163.0,Lesotho,32910.0,,697.0,,24155.0,,8058.0,,15143.0,321.0,431221.0,198416.0,2173321.0,Africa,66.0,3118.0,5.0,,,3708.0,2022-05-02,,,,,,,
171,164.0,Mali,30850.0,7.0,732.0,,29942.0,46.0,176.0,,1447.0,34.0,667082.0,31293.0,21317411.0,Africa,691.0,29122.0,32.0,0.3,,8.0,2022-05-02,,,,,,,
172,165.0,Haiti,30697.0,7.0,835.0,,29522.0,2.0,340.0,,2633.0,72.0,132422.0,11360.0,11656845.0,North America,380.0,13960.0,88.0,0.6,,29.0,2022-05-02,,,,,,,
173,166.0,Isle of Man,28416.0,,87.0,,26794.0,,1535.0,,330973.0,1013.0,150753.0,1755882.0,85856.0,Europe,3.0,987.0,1.0,,,17879.0,2022-05-02,,,,,,,
174,167.0,Benin,26952.0,,163.0,,25506.0,,1283.0,5.0,2122.0,13.0,604310.0,47569.0,12703894.0,Africa,471.0,77938.0,21.0,,,101.0,2022-05-02,,,,,,,
175,168.0,Somalia,26485.0,,1350.0,,13182.0,,11953.0,,1586.0,81.0,400466.0,23974.0,16704050.0,Africa,631.0,12373.0,42.0,,,716.0,2022-05-02,,,,,,,
176,169.0,Congo,24079.0,,385.0,,20178.0,,3516.0,,4176.0,67.0,347815.0,60317.0,5766483.0,Africa,239.0,14978.0,17.0,,,610.0,2022-05-02,,,,,,,
177,170.0,Saint Lucia,23459.0,65.0,368.0,,22917.0,102.0,174.0,,126694.0,1987.0,143281.0,773810.0,185163.0,North America,8.0,503.0,1.0,351.0,,940.0,2022-05-02,,,,,,,
178,171.0,Timor-Leste,22871.0,,130.0,,22723.0,,18.0,,16763.0,95.0,262824.0,192633.0,1364379.0,Asia,60.0,10495.0,5.0,,,13.0,2022-05-02,,,,,,,
179,172.0,Cayman Islands,22223.0,,27.0,,8553.0,,13643.0,1.0,331025.0,402.0,222773.0,3318333.0,67134.0,North America,3.0,2486.0,0.0,,,203220.0,2022-05-02,,,,,,,
180,173.0,Burkina Faso,20853.0,,382.0,,20439.0,,32.0,,950.0,17.0,248995.0,11343.0,21951433.0,Africa,1053.0,57464.0,88.0,,,1.0,2022-05-02,,,,,,,
181,174.0,Nicaragua,18491.0,,225.0,,4225.0,,14041.0,,2732.0,33.0,,,6768755.0,North America,366.0,30083.0,,,,2074.0,2022-05-02,,,,,,,
182,175.0,Gibraltar,17837.0,,102.0,,16579.0,,1156.0,,529712.0,3029.0,534283.0,15866807.0,33673.0,Europe,2.0,330.0,0.0,,,34330.0,2022-05-02,,,,,,,
183,176.0,South Sudan,17483.0,22.0,138.0,,13514.0,,3831.0,1.0,1529.0,12.0,381528.0,33368.0,11433834.0,Africa,654.0,82854.0,30.0,2.0,,335.0,2022-05-02,,,,,,,
184,177.0,Tajikistan,17388.0,,124.0,,17264.0,,0.0,,1751.0,12.0,,,9929452.0,Asia,571.0,80076.0,,,,,2022-05-02,,,,,,,
185,178.0,Liechtenstein,17199.0,,84.0,,17016.0,22.0,99.0,1.0,448732.0,2192.0,102174.0,2665780.0,38328.0,Europe,2.0,456.0,0.0,,,2583.0,2022-05-02,,,,,,,
186,179.0,San Marino,16476.0,39.0,115.0,,16059.0,99.0,302.0,4.0,483706.0,3376.0,152231.0,4469233.0,34062.0,Europe,2.0,296.0,0.0,1145.0,,8866.0,2022-05-02,,,,,,,
187,180.0,Equatorial Guinea,15907.0,,183.0,,15698.0,,26.0,5.0,10696.0,123.0,310972.0,209091.0,1487259.0,Africa,93.0,8127.0,5.0,,,17.0,2022-05-02,,,,,,,
188,181.0,Solomon Islands,15677.0,,141.0,,14109.0,,1427.0,2.0,21844.0,196.0,5117.0,7130.0,717690.0,Australia/Oceania,46.0,5090.0,140.0,,,1988.0,2022-05-02,,,,,,,
189,182.0,Djibouti,15631.0,,189.0,,15427.0,,15.0,,15411.0,186.0,305941.0,301632.0,1014285.0,Africa,65.0,5367.0,3.0,,,15.0,2022-05-02,,,,,,,
190,183.0,Grenada,14743.0,,220.0,,14111.0,,412.0,4.0,129921.0,1939.0,150740.0,1328375.0,113477.0,North America,8.0,516.0,1.0,,,3631.0,2022-05-02,,,,,,,
191,184.0,CAR,14649.0,,113.0,,6859.0,,7677.0,2.0,2940.0,23.0,81294.0,16313.0,4983380.0,Africa,340.0,44101.0,61.0,,,1541.0,2022-05-02,,,,,,,
192,185.0,Bermuda,13488.0,,131.0,,12981.0,,376.0,,218051.0,2118.0,876273.0,14166109.0,61857.0,North America,5.0,472.0,0.0,,,6079.0,2022-05-02,,,,,,,
193,186.0,Dominica,12161.0,,63.0,,12025.0,,73.0,,168172.0,871.0,191084.0,2642457.0,72313.0,North America,6.0,1148.0,0.0,,,1010.0,2022-05-02,,,,,,,
194,187.0,Gambia,11995.0,,365.0,,11591.0,,39.0,,4721.0,144.0,155686.0,61274.0,2540819.0,Africa,212.0,6961.0,16.0,,,15.0,2022-05-02,,,,,,,
195,188.0,Greenland,11971.0,,21.0,,2761.0,,9189.0,4.0,210202.0,369.0,164926.0,2895979.0,56950.0,North America,5.0,2712.0,0.0,,,161352.0,2022-05-02,,,,,,,
196,189.0,Yemen,11818.0,,2149.0,,9009.0,,660.0,23.0,381.0,69.0,265253.0,8549.0,31027427.0,Asia,2625.0,14438.0,117.0,,,21.0,2022-05-02,,,,,,,
197,190.0,Monaco,11801.0,30.0,54.0,,11638.0,22.0,109.0,4.0,296873.0,1358.0,54960.0,1382607.0,39751.0,Europe,3.0,736.0,1.0,755.0,,2742.0,2022-05-02,,,,,,,
198,191.0,Saint Martin,10462.0,,63.0,,1399.0,,9000.0,7.0,262390.0,1580.0,112382.0,2818569.0,39872.0,North America,4.0,633.0,0.0,,,225722.0,2022-05-02,,,,,,,
199,192.0,Tonga,10452.0,132.0,11.0,,9127.0,204.0,1314.0,,96879.0,102.0,470236.0,4358597.0,107887.0,Australia/Oceania,10.0,9808.0,0.0,1224.0,,12179.0,2022-05-02,,,,,,,
200,193.0,Sint Maarten,10065.0,29.0,86.0,,9913.0,35.0,66.0,10.0,229968.0,1965.0,62056.0,1417872.0,43767.0,North America,4.0,509.0,1.0,663.0,,1508.0,2022-05-02,,,,,,,
201,194.0,Eritrea,9734.0,,103.0,,9631.0,,0.0,,2677.0,28.0,23693.0,6516.0,3636219.0,Africa,374.0,35303.0,153.0,,,,2022-05-02,,,,,,,
202,195.0,Caribbean Netherlands,9729.0,,34.0,,9619.0,,76.0,,364806.0,1275.0,30126.0,1129626.0,26669.0,North America,3.0,784.0,1.0,,,2850.0,2022-05-02,,,,,,,
203,196.0,Samoa,9592.0,,19.0,,1605.0,,7968.0,4.0,47763.0,95.0,65949.0,328389.0,200826.0,Australia/Oceania,21.0,10570.0,3.0,,,39676.0,2022-05-02,,,,,,,
204,197.0,Niger,8943.0,2.0,309.0,,8524.0,,110.0,1.0,347.0,12.0,250490.0,9706.0,25808567.0,Africa,2886.0,83523.0,103.0,0.08,,4.0,2022-05-02,,,,,,,
205,198.0,Guinea-Bissau,8202.0,,171.0,,7528.0,,503.0,6.0,3995.0,83.0,134285.0,65407.0,2053070.0,Africa,250.0,12006.0,15.0,,,245.0,2022-05-02,,,,,,,
206,199.0,Comoros,8100.0,,160.0,,7933.0,,7.0,,8965.0,177.0,,,903482.0,Africa,112.0,5647.0,,,,8.0,2022-05-02,,,,,,,
207,200.0,Sierra Leone,7681.0,,125.0,,,,,,928.0,15.0,259958.0,31420.0,8273700.0,Africa,1077.0,66190.0,32.0,,,331.0,2022-05-02,,,,,,,
208,201.0,Antigua and Barbuda,7626.0,,136.0,,7443.0,,47.0,1.0,76710.0,1368.0,18901.0,190126.0,99413.0,North America,13.0,731.0,5.0,,,473.0,2022-05-02,,,,,,,
209,202.0,Vanuatu,7507.0,,13.0,,6768.0,,726.0,4.0,23439.0,41.0,24976.0,77984.0,320272.0,Australia/Oceania,43.0,24636.0,13.0,,,2267.0,2022-05-02,,,,,,,
210,203.0,Liberia,7434.0,,294.0,,5747.0,,1393.0,2.0,1409.0,56.0,139824.0,26506.0,5275091.0,Africa,710.0,17942.0,38.0,,,264.0,2022-05-02,,,,,,,
211,204.0,Chad,7412.0,1.0,193.0,,4874.0,,2345.0,,429.0,11.0,191341.0,11068.0,17287744.0,Africa,2332.0,89574.0,90.0,0.06,,136.0,2022-05-02,,,,,,,
212,205.0,St. Vincent Grenadines,6786.0,,106.0,,6641.0,,39.0,,60815.0,950.0,98944.0,886714.0,111585.0,North America,16.0,1053.0,1.0,,,350.0,2022-05-02,,,,,,,
213,206.0,British Virgin Islands,6355.0,,62.0,,,,,1.0,207687.0,2026.0,103049.0,3367724.0,30599.0,North America,5.0,494.0,0.0,,,3366.0,2022-05-02,,,,,,,
214,207.0,Sao Tome and Principe,5964.0,7.0,73.0,,5884.0,4.0,7.0,,26319.0,322.0,29036.0,128135.0,226604.0,Africa,38.0,3104.0,8.0,31.0,,31.0,2022-05-02,,,,,,,
215,208.0,Turks and Caicos,5963.0,,36.0,,5862.0,,65.0,4.0,150296.0,907.0,488787.0,12319773.0,39675.0,North America,7.0,1102.0,0.0,,,1638.0,2022-05-02,,,,,,,
216,209.0,Saint Kitts and Nevis,5566.0,,43.0,,5519.0,,4.0,,103290.0,798.0,70707.0,1312135.0,53887.0,North America,10.0,1253.0,1.0,,,74.0,2022-05-02,,,,,,,
217,210.0,Cook Islands,5116.0,46.0,1.0,,4863.0,75.0,252.0,,290797.0,57.0,16762.0,952765.0,17593.0,Australia/Oceania,3.0,17593.0,1.0,2615.0,,14324.0,2022-05-02,,,,,,,
218,211.0,Palau,4610.0,,6.0,,3984.0,,620.0,1.0,252575.0,329.0,46016.0,2521148.0,18252.0,Australia/Oceania,4.0,3042.0,0.0,,,33969.0,2022-05-02,,,,,,,
219,212.0,St. Barth,4544.0,,6.0,,,,,,457511.0,604.0,78646.0,7918445.0,9932.0,North America,2.0,1655.0,0.0,,,410391.0,2022-05-02,,,,,,,
220,213.0,Kiribati,3084.0,,13.0,,2601.0,,470.0,3.0,25114.0,106.0,,,122802.0,Australia/Oceania,40.0,9446.0,,,,3827.0,2022-05-02,,,,,,,
221,214.0,Anguilla,2788.0,,9.0,,2766.0,,13.0,4.0,182844.0,590.0,51382.0,3369753.0,15248.0,North America,5.0,1694.0,0.0,,,853.0,2022-05-02,,,,,,,
222,215.0,Saint Pierre Miquelon,2701.0,,1.0,,2449.0,,251.0,1.0,470394.0,174.0,23446.0,4083246.0,5742.0,North America,2.0,5742.0,0.0,,,43713.0,2022-05-02,,,,,,,
223,216.0,Diamond Princess,712.0,,13.0,,699.0,,0.0,,,,,,,,,,,,,,2022-05-02,,,,,,,
224,217.0,Wallis and Futuna,454.0,,7.0,,438.0,,9.0,,41732.0,643.0,20508.0,1885100.0,10879.0,Australia/Oceania,24.0,1554.0,1.0,,,827.0,2022-05-02,,,,,,,
225,218.0,Montserrat,273.0,,2.0,,181.0,,90.0,,54622.0,400.0,10135.0,2027811.0,4998.0,North America,18.0,2499.0,0.0,,,18007.0,2022-05-02,,,,,,,
226,219.0,Falkland Islands,128.0,,,,,,,,34925.0,,8632.0,2355252.0,3665.0,South America,29.0,,0.0,,,1091.0,2022-05-02,,,,,,,
227,220.0,Macao,82.0,,,,82.0,,0.0,,123.0,,5375.0,8076.0,665529.0,Asia,8116.0,,124.0,,,,2022-05-02,,,,,,,
228,221.0,Vatican City,29.0,,,,29.0,,0.0,,36025.0,,,,805.0,Europe,28.0,,,,,,2022-05-02,,,,,,,
229,222.0,Marshall Islands,17.0,,,,14.0,,3.0,,284.0,,,,59921.0,Australia/Oceania,3525.0,,,,,50.0,2022-05-02,,,,,,,
230,223.0,Western Sahara,10.0,,1.0,,9.0,,0.0,,16.0,2.0,,,624198.0,Africa,62420.0,624198.0,,,,,2022-05-02,,,,,,,
231,224.0,MS Zaandam,9.0,,2.0,,7.0,,0.0,,,,,,,,,,,,,,2022-05-02,,,,,,,
232,225.0,Niue,9.0,,,,7.0,,2.0,,5468.0,,,,1646.0,Australia/Oceania,183.0,,,,,1215.0,2022-05-02,,,,,,,
233,226.0,Micronesia,7.0,,,,1.0,,6.0,,60.0,,,,117229.0,Australia/Oceania,16747.0,,,,,51.0,2022-05-02,,,,,,,
234,227.0,Nauru,5.0,,,,3.0,,2.0,,457.0,,,,10949.0,Australia/Oceania,2190.0,,,,,183.0,2022-05-02,,,,,,,
235,228.0,Saint Helena,2.0,,,,2.0,,0.0,,327.0,,,,6110.0,Africa,3055.0,,,,,,2022-05-02,,,,,,,
236,,Total:,148121812.0,88445.0,1424601.0,309.0,126147107.0,84741.0,20550104.0,12658.0,,,,,,Asia,,,,,,,2022-05-02,,,,,,,
237,,Total:,98442482.0,47786.0,1460270.0,206.0,94250741.0,42757.0,2731471.0,7105.0,,,,,,North America,,,,,,,2022-05-02,,,,,,,
238,,Total:,56831938.0,8047.0,1294737.0,92.0,52975058.0,26740.0,2562143.0,10770.0,,,,,,South America,,,,,,,2022-05-02,,,,,,,
239,,Total:,191305292.0,69607.0,1818921.0,649.0,177029046.0,501568.0,12457325.0,9213.0,,,,,,Europe,,,,,,,2022-05-02,,,,,,,
240,,Total:,7233616.0,38025.0,10640.0,19.0,6757056.0,6035.0,465920.0,172.0,,,,,,Australia/Oceania,,,,,,,2022-05-02,,,,,,,
241,,Total:,11909353.0,2830.0,253803.0,8.0,11107090.0,2064.0,548460.0,970.0,,,,,,Africa,,,,,,,2022-05-02,,,,,,,
242,,Total:,721.0,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,,2022-05-02,,,,,,,
243,,Total:,513845214.0,254740.0,6262987.0,1283.0,468266804.0,663905.0,39315423.0,40888.0,65921.5,803.5,,,,All,,,,,,,2022-05-02,,,,,,,
0,,Asia,149021049.0,126843.0,1426549.0,200.0,126714361.0,61466.0,20880139.0,12238.0,,,,,,Asia,,,,,,,2022-05-09,,,,,,,
1,,North America,99076182.0,69245.0,1464822.0,211.0,94569328.0,78499.0,3042032.0,7226.0,,,,,,North America,,,,,,,2022-05-09,,,,,,,
2,,South America,56993397.0,12087.0,1295651.0,72.0,53104774.0,26761.0,2592972.0,10690.0,,,,,,South America,,,,,,,2022-05-09,,,,,,,
3,,Europe,193088512.0,104718.0,1826215.0,692.0,179835887.0,389451.0,11426410.0,8411.0,,,,,,Europe,,,,,,,2022-05-09,,,,,,,
4,,Oceania,7585186.0,44569.0,11018.0,7.0,7128713.0,41455.0,445455.0,161.0,,,,,,Australia/Oceania,,,,,,,2022-05-09,,,,,,,
5,,Africa,11984447.0,3957.0,254032.0,17.0,11168157.0,2752.0,562258.0,963.0,,,,,,Africa,,,,,,,2022-05-09,,,,,,,
6,,,721.0,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,,2022-05-09,,,,,,,
7,,World,517749494.0,361419.0,6278302.0,1199.0,472521926.0,600384.0,38949266.0,39689.0,66422.0,805.4,,,,All,,,,,,,2022-05-09,,,,,,,
8,1.0,China,220040.0,415.0,5185.0,11.0,206119.0,849.0,8736.0,529.0,153.0,4.0,160000000.0,111163.0,1439323776.0,Asia,6541.0,277594.0,9.0,0.3,0.01,6.0,2022-05-09,,,,,,,
9,2.0,USA,83718806.0,60988.0,1024825.0,125.0,81021098.0,73174.0,1672883.0,1714.0,250208.0,3063.0,1012872907.0,3027148.0,334596450.0,North America,4.0,326.0,0.0,182.0,0.4,5000.0,2022-05-09,,,,,,,
10,3.0,India,43107689.0,2288.0,524103.0,10.0,42563949.0,3044.0,19637.0,698.0,30679.0,373.0,841029858.0,598545.0,1405124872.0,Asia,33.0,2681.0,2.0,2.0,0.01,14.0,2022-05-09,,,,,,,
11,4.0,Brazil,30574245.0,9709.0,664248.0,59.0,29652018.0,22598.0,257979.0,8318.0,141970.0,3084.0,63776166.0,296142.0,215357015.0,South America,7.0,324.0,3.0,45.0,0.3,1198.0,2022-05-09,,,,,,,
12,5.0,France,28964775.0,7354.0,146856.0,132.0,27669575.0,25411.0,1148344.0,1408.0,441934.0,2241.0,269816888.0,4116769.0,65540928.0,Europe,2.0,446.0,0.0,112.0,2.0,17521.0,2022-05-09,,,,,,,
13,6.0,Germany,25385707.0,40350.0,137020.0,95.0,23373200.0,126300.0,1875487.0,1279.0,301207.0,1626.0,122332384.0,1451500.0,84279960.0,Europe,3.0,615.0,1.0,479.0,1.0,22253.0,2022-05-09,,,,,,,
14,7.0,UK,22140287.0,6311.0,176424.0,71.0,21558432.0,71373.0,405431.0,253.0,322998.0,2574.0,519264096.0,7575380.0,68546277.0,Europe,3.0,389.0,0.0,92.0,1.0,5915.0,2022-05-09,,,,,,,
15,8.0,Russia,18232696.0,5030.0,377049.0,103.0,17609357.0,5959.0,246290.0,2300.0,124838.0,2582.0,273400000.0,1871958.0,146050315.0,Europe,8.0,387.0,1.0,34.0,0.7,1686.0,2022-05-09,,,,,,,
16,9.0,S. Korea,17564999.0,20601.0,23400.0,40.0,,,,421.0,342058.0,456.0,15804065.0,307766.0,51350875.0,Asia,3.0,2194.0,3.0,401.0,0.8,322722.0,2022-05-09,,,,,,,
